,Horse,current race,previous race
3,GUY DRAGON(B377),274,197
4,GUY DRAGON(B377),197,148
5,GUY DRAGON(B377),148,096
6,GUY DRAGON(B377),096,797
7,GUY DRAGON(B377),797,728
8,GUY DRAGON(B377),728,657
9,GUY DRAGON(B377),657,615
10,GUY DRAGON(B377),615,560
11,GUY DRAGON(B377),560,481
12,GUY DRAGON(B377),481,410
13,GUY DRAGON(B377),410,348
14,GUY DRAGON(B377),348,278
15,GUY DRAGON(B377),278,NA
0,GLORIOUS LOVER(D191),554,479
1,GLORIOUS LOVER(D191),479,406
2,GLORIOUS LOVER(D191),406,NA
0,GOLDEN DASH(B190),720,681
1,GOLDEN DASH(B190),681,610
2,GOLDEN DASH(B190),610,079
3,GOLDEN DASH(B190),079,007
4,GOLDEN DASH(B190),007,485
5,GOLDEN DASH(B190),485,450
6,GOLDEN DASH(B190),450,409
7,GOLDEN DASH(B190),409,319
8,GOLDEN DASH(B190),319,NA
0,GOOD OMEN(B208),561,490
1,GOOD OMEN(B208),490,452
2,GOOD OMEN(B208),452,367
3,GOOD OMEN(B208),367,332
4,GOOD OMEN(B208),332,282
5,GOOD OMEN(B208),282,225
6,GOOD OMEN(B208),225,118
7,GOOD OMEN(B208),118,084
8,GOOD OMEN(B208),084,645
9,GOOD OMEN(B208),645,564
10,GOOD OMEN(B208),564,502
11,GOOD OMEN(B208),502,422
12,GOOD OMEN(B208),422,381
13,GOOD OMEN(B208),381,290
14,GOOD OMEN(B208),290,235
15,GOOD OMEN(B208),235,135
16,GOOD OMEN(B208),135,088
17,GOOD OMEN(B208),088,762
18,GOOD OMEN(B208),762,682
19,GOOD OMEN(B208),682,629
20,GOOD OMEN(B208),629,509
21,GOOD OMEN(B208),509,472
22,GOOD OMEN(B208),472,446
23,GOOD OMEN(B208),446,400
24,GOOD OMEN(B208),400,NA
0,GRANDMA WIN(C115),482,NA
0,GANESH TALAI(C400),524,487
1,GANESH TALAI(C400),487,459
2,GANESH TALAI(C400),459,NA
0,GRATEFUL HEART(D278),533,439
1,GRATEFUL HEART(D278),439,NA
0,GREEN REIGN(D140),561,526
1,GREEN REIGN(D140),526,471
2,GREEN REIGN(D140),471,416
3,GREEN REIGN(D140),416,360
4,GREEN REIGN(D140),360,296
5,GREEN REIGN(D140),296,254
6,GREEN REIGN(D140),254,NA
0,GIFT OF LIFELINE(C172),572,517
1,GIFT OF LIFELINE(C172),517,460
2,GIFT OF LIFELINE(C172),460,349
3,GIFT OF LIFELINE(C172),349,262
4,GIFT OF LIFELINE(C172),262,174
5,GIFT OF LIFELINE(C172),174,096
6,GIFT OF LIFELINE(C172),096,053
7,GIFT OF LIFELINE(C172),053,793
8,GIFT OF LIFELINE(C172),793,746
9,GIFT OF LIFELINE(C172),746,607
10,GIFT OF LIFELINE(C172),607,532
11,GIFT OF LIFELINE(C172),532,472
12,GIFT OF LIFELINE(C172),472,415
13,GIFT OF LIFELINE(C172),415,359
14,GIFT OF LIFELINE(C172),359,318
15,GIFT OF LIFELINE(C172),318,NA
0,GOD OF DRAGON(B108),570,543
1,GOD OF DRAGON(B108),543,450
2,GOD OF DRAGON(B108),450,367
3,GOD OF DRAGON(B108),367,309
4,GOD OF DRAGON(B108),309,270
5,GOD OF DRAGON(B108),270,227
6,GOD OF DRAGON(B108),227,173
7,GOD OF DRAGON(B108),173,079
8,GOD OF DRAGON(B108),079,714
9,GOD OF DRAGON(B108),714,660
10,GOD OF DRAGON(B108),660,628
11,GOD OF DRAGON(B108),628,467
12,GOD OF DRAGON(B108),467,427
13,GOD OF DRAGON(B108),427,402
14,GOD OF DRAGON(B108),402,371
15,GOD OF DRAGON(B108),371,328
16,GOD OF DRAGON(B108),328,226
17,GOD OF DRAGON(B108),226,100
18,GOD OF DRAGON(B108),100,059
19,GOD OF DRAGON(B108),059,008
20,GOD OF DRAGON(B108),008,574
21,GOD OF DRAGON(B108),574,529
22,GOD OF DRAGON(B108),529,475
23,GOD OF DRAGON(B108),475,416
24,GOD OF DRAGON(B108),416,360
25,GOD OF DRAGON(B108),360,314
26,GOD OF DRAGON(B108),314,241
27,GOD OF DRAGON(B108),241,NA
0,GREAT TREASURE(T380),546,517
1,GREAT TREASURE(T380),517,460
2,GREAT TREASURE(T380),460,414
3,GREAT TREASURE(T380),414,366
4,GREAT TREASURE(T380),366,320
5,GREAT TREASURE(T380),320,274
6,GREAT TREASURE(T380),274,217
7,GREAT TREASURE(T380),217,169
8,GREAT TREASURE(T380),169,114
9,GREAT TREASURE(T380),114,048
10,GREAT TREASURE(T380),048,020
11,GREAT TREASURE(T380),020,746
12,GREAT TREASURE(T380),746,692
13,GREAT TREASURE(T380),692,644
14,GREAT TREASURE(T380),644,593
15,GREAT TREASURE(T380),593,579
16,GREAT TREASURE(T380),579,528
17,GREAT TREASURE(T380),528,488
18,GREAT TREASURE(T380),488,404
19,GREAT TREASURE(T380),404,353
20,GREAT TREASURE(T380),353,270
21,GREAT TREASURE(T380),270,224
22,GREAT TREASURE(T380),224,183
23,GREAT TREASURE(T380),183,172
24,GREAT TREASURE(T380),172,092
25,GREAT TREASURE(T380),092,045
26,GREAT TREASURE(T380),045,025
27,GREAT TREASURE(T380),025,784
28,GREAT TREASURE(T380),784,765
29,GREAT TREASURE(T380),765,747
30,GREAT TREASURE(T380),747,700
31,GREAT TREASURE(T380),700,665
32,GREAT TREASURE(T380),665,570
33,GREAT TREASURE(T380),570,503
34,GREAT TREASURE(T380),503,452
35,GREAT TREASURE(T380),452,406
36,GREAT TREASURE(T380),406,338
37,GREAT TREASURE(T380),338,183
38,GREAT TREASURE(T380),183,128
39,GREAT TREASURE(T380),128,095
40,GREAT TREASURE(T380),095,042
41,GREAT TREASURE(T380),042,NA
0,GRATWICK(B110),174,085
1,GRATWICK(B110),085,033
2,GRATWICK(B110),033,498
3,GRATWICK(B110),498,272
4,GRATWICK(B110),272,222
5,GRATWICK(B110),222,166
6,GRATWICK(B110),166,787
7,GRATWICK(B110),787,NA
0,GLENEALY GENERALS(B475),513,443
1,GLENEALY GENERALS(B475),443,389
2,GLENEALY GENERALS(B475),389,327
3,GLENEALY GENERALS(B475),327,271
4,GLENEALY GENERALS(B475),271,214
5,GLENEALY GENERALS(B475),214,009
6,GLENEALY GENERALS(B475),009,748
7,GLENEALY GENERALS(B475),748,651
8,GLENEALY GENERALS(B475),651,561
9,GLENEALY GENERALS(B475),561,387
10,GLENEALY GENERALS(B475),387,256
11,GLENEALY GENERALS(B475),256,NA
0,GOODLUCK GOODLUCK(B188),560,503
1,GOODLUCK GOODLUCK(B188),503,461
2,GOODLUCK GOODLUCK(B188),461,413
3,GOODLUCK GOODLUCK(B188),413,697
4,GOODLUCK GOODLUCK(B188),697,664
5,GOODLUCK GOODLUCK(B188),664,585
6,GOODLUCK GOODLUCK(B188),585,466
7,GOODLUCK GOODLUCK(B188),466,NA
0,G UNIT(C329),503,396
1,G UNIT(C329),396,340
2,G UNIT(C329),340,280
3,G UNIT(C329),280,221
4,G UNIT(C329),221,098
5,G UNIT(C329),098,040
6,G UNIT(C329),040,787
7,G UNIT(C329),787,740
8,G UNIT(C329),740,629
9,G UNIT(C329),629,NA
0,GIANT TURTLE(T391),514,450
1,GIANT TURTLE(T391),450,403
2,GIANT TURTLE(T391),403,367
3,GIANT TURTLE(T391),367,276
4,GIANT TURTLE(T391),276,252
5,GIANT TURTLE(T391),252,140
6,GIANT TURTLE(T391),140,101
7,GIANT TURTLE(T391),101,075
8,GIANT TURTLE(T391),075,046
9,GIANT TURTLE(T391),046,805
10,GIANT TURTLE(T391),805,749
11,GIANT TURTLE(T391),749,714
12,GIANT TURTLE(T391),714,665
13,GIANT TURTLE(T391),665,591
14,GIANT TURTLE(T391),591,534
15,GIANT TURTLE(T391),534,468
16,GIANT TURTLE(T391),468,407
17,GIANT TURTLE(T391),407,279
18,GIANT TURTLE(T391),279,235
19,GIANT TURTLE(T391),235,120
20,GIANT TURTLE(T391),120,066
21,GIANT TURTLE(T391),066,706
22,GIANT TURTLE(T391),706,629
23,GIANT TURTLE(T391),629,597
24,GIANT TURTLE(T391),597,505
25,GIANT TURTLE(T391),505,456
26,GIANT TURTLE(T391),456,340
27,GIANT TURTLE(T391),340,202
28,GIANT TURTLE(T391),202,161
29,GIANT TURTLE(T391),161,062
30,GIANT TURTLE(T391),062,NA
0,GOKO(A270),531,499
1,GOKO(A270),499,459
2,GOKO(A270),459,388
3,GOKO(A270),388,306
4,GOKO(A270),306,044
5,GOKO(A270),044,794
6,GOKO(A270),794,757
7,GOKO(A270),757,724
8,GOKO(A270),724,687
9,GOKO(A270),687,636
10,GOKO(A270),636,556
11,GOKO(A270),556,525
12,GOKO(A270),525,482
13,GOKO(A270),482,440
14,GOKO(A270),440,402
15,GOKO(A270),402,371
16,GOKO(A270),371,325
17,GOKO(A270),325,299
18,GOKO(A270),299,215
19,GOKO(A270),215,079
20,GOKO(A270),079,044
21,GOKO(A270),044,007
22,GOKO(A270),007,761
23,GOKO(A270),761,732
24,GOKO(A270),732,677
25,GOKO(A270),677,590
26,GOKO(A270),590,513
27,GOKO(A270),513,469
28,GOKO(A270),469,409
29,GOKO(A270),409,NA
0,GOOD FOR YOU(T265),559,496
1,GOOD FOR YOU(T265),496,462
2,GOOD FOR YOU(T265),462,394
3,GOOD FOR YOU(T265),394,314
4,GOOD FOR YOU(T265),314,268
5,GOOD FOR YOU(T265),268,181
6,GOOD FOR YOU(T265),181,717
7,GOOD FOR YOU(T265),717,680
8,GOOD FOR YOU(T265),680,624
9,GOOD FOR YOU(T265),624,561
10,GOOD FOR YOU(T265),561,505
11,GOOD FOR YOU(T265),505,469
12,GOOD FOR YOU(T265),469,403
13,GOOD FOR YOU(T265),403,343
14,GOOD FOR YOU(T265),343,276
15,GOOD FOR YOU(T265),276,231
16,GOOD FOR YOU(T265),231,167
17,GOOD FOR YOU(T265),167,117
18,GOOD FOR YOU(T265),117,081
19,GOOD FOR YOU(T265),081,054
20,GOOD FOR YOU(T265),054,016
21,GOOD FOR YOU(T265),016,728
22,GOOD FOR YOU(T265),728,654
23,GOOD FOR YOU(T265),654,558
24,GOOD FOR YOU(T265),558,543
25,GOOD FOR YOU(T265),543,453
26,GOOD FOR YOU(T265),453,358
27,GOOD FOR YOU(T265),358,323
28,GOOD FOR YOU(T265),323,277
29,GOOD FOR YOU(T265),277,220
30,GOOD FOR YOU(T265),220,149
31,GOOD FOR YOU(T265),149,113
32,GOOD FOR YOU(T265),113,059
33,GOOD FOR YOU(T265),059,006
34,GOOD FOR YOU(T265),006,NA
0,GAYSON(D041),528,490
1,GAYSON(D041),490,450
2,GAYSON(D041),450,367
3,GAYSON(D041),367,337
4,GAYSON(D041),337,255
5,GAYSON(D041),255,148
6,GAYSON(D041),148,NA
0,GENERAL DINO(A193),495,433
1,GENERAL DINO(A193),433,387
2,GENERAL DINO(A193),387,293
3,GENERAL DINO(A193),293,216
4,GENERAL DINO(A193),216,165
5,GENERAL DINO(A193),165,132
6,GENERAL DINO(A193),132,089
7,GENERAL DINO(A193),089,046
8,GENERAL DINO(A193),046,816
9,GENERAL DINO(A193),816,774
10,GENERAL DINO(A193),774,644
11,GENERAL DINO(A193),644,593
12,GENERAL DINO(A193),593,552
13,GENERAL DINO(A193),552,439
14,GENERAL DINO(A193),439,362
15,GENERAL DINO(A193),362,319
16,GENERAL DINO(A193),319,250
17,GENERAL DINO(A193),250,177
18,GENERAL DINO(A193),177,109
19,GENERAL DINO(A193),109,083
20,GENERAL DINO(A193),083,040
21,GENERAL DINO(A193),040,799
22,GENERAL DINO(A193),799,755
23,GENERAL DINO(A193),755,712
24,GENERAL DINO(A193),712,605
25,GENERAL DINO(A193),605,537
26,GENERAL DINO(A193),537,473
27,GENERAL DINO(A193),473,411
28,GENERAL DINO(A193),411,346
29,GENERAL DINO(A193),346,286
30,GENERAL DINO(A193),286,225
31,GENERAL DINO(A193),225,189
32,GENERAL DINO(A193),189,118
33,GENERAL DINO(A193),118,046
34,GENERAL DINO(A193),046,NA
0,GO BALLISTIC(C493),550,510
1,GO BALLISTIC(C493),510,479
2,GO BALLISTIC(C493),479,444
3,GO BALLISTIC(C493),444,385
4,GO BALLISTIC(C493),385,303
5,GO BALLISTIC(C493),303,228
6,GO BALLISTIC(C493),228,197
7,GO BALLISTIC(C493),197,148
8,GO BALLISTIC(C493),148,NA
0,GRADE ONE(A010),531,482
1,GRADE ONE(A010),482,424
2,GRADE ONE(A010),424,327
3,GRADE ONE(A010),327,254
4,GRADE ONE(A010),254,172
5,GRADE ONE(A010),172,111
6,GRADE ONE(A010),111,559
7,GRADE ONE(A010),559,433
8,GRADE ONE(A010),433,374
9,GRADE ONE(A010),374,306
10,GRADE ONE(A010),306,245
11,GRADE ONE(A010),245,190
12,GRADE ONE(A010),190,108
13,GRADE ONE(A010),108,769
14,GRADE ONE(A010),769,663
15,GRADE ONE(A010),663,599
16,GRADE ONE(A010),599,545
17,GRADE ONE(A010),545,460
18,GRADE ONE(A010),460,394
19,GRADE ONE(A010),394,321
20,GRADE ONE(A010),321,275
21,GRADE ONE(A010),275,218
22,GRADE ONE(A010),218,131
23,GRADE ONE(A010),131,073
24,GRADE ONE(A010),073,NA
0,GUNNAR(C222),558,505
1,GUNNAR(C222),505,446
2,GUNNAR(C222),446,375
3,GUNNAR(C222),375,335
4,GUNNAR(C222),335,279
5,GUNNAR(C222),279,205
6,GUNNAR(C222),205,170
7,GUNNAR(C222),170,092
8,GUNNAR(C222),092,040
9,GUNNAR(C222),040,015
10,GUNNAR(C222),015,780
11,GUNNAR(C222),780,704
12,GUNNAR(C222),704,621
13,GUNNAR(C222),621,586
14,GUNNAR(C222),586,NA
0,GREEN DISPATCH(V184),522,467
1,GREEN DISPATCH(V184),467,021
2,GREEN DISPATCH(V184),021,781
3,GREEN DISPATCH(V184),781,752
4,GREEN DISPATCH(V184),752,693
5,GREEN DISPATCH(V184),693,615
6,GREEN DISPATCH(V184),615,404
7,GREEN DISPATCH(V184),404,336
8,GREEN DISPATCH(V184),336,310
9,GREEN DISPATCH(V184),310,370
10,GREEN DISPATCH(V184),370,316
11,GREEN DISPATCH(V184),316,281
12,GREEN DISPATCH(V184),281,132
13,GREEN DISPATCH(V184),132,008
14,GREEN DISPATCH(V184),008,787
15,GREEN DISPATCH(V184),787,738
16,GREEN DISPATCH(V184),738,679
17,GREEN DISPATCH(V184),679,626
18,GREEN DISPATCH(V184),626,597
19,GREEN DISPATCH(V184),597,552
20,GREEN DISPATCH(V184),552,489
21,GREEN DISPATCH(V184),489,432
22,GREEN DISPATCH(V184),432,358
23,GREEN DISPATCH(V184),358,294
24,GREEN DISPATCH(V184),294,192
25,GREEN DISPATCH(V184),192,108
26,GREEN DISPATCH(V184),108,062
27,GREEN DISPATCH(V184),062,768
28,GREEN DISPATCH(V184),768,712
29,GREEN DISPATCH(V184),712,666
30,GREEN DISPATCH(V184),666,592
31,GREEN DISPATCH(V184),592,543
32,GREEN DISPATCH(V184),543,498
33,GREEN DISPATCH(V184),498,422
34,GREEN DISPATCH(V184),422,355
35,GREEN DISPATCH(V184),355,319
36,GREEN DISPATCH(V184),319,NA
0,GOLDEN GLORY(T076),557,486
1,GOLDEN GLORY(T076),486,375
2,GOLDEN GLORY(T076),375,315
3,GOLDEN GLORY(T076),315,220
4,GOLDEN GLORY(T076),220,153
5,GOLDEN GLORY(T076),153,119
6,GOLDEN GLORY(T076),119,053
7,GOLDEN GLORY(T076),053,801
8,GOLDEN GLORY(T076),801,780
9,GOLDEN GLORY(T076),780,698
10,GOLDEN GLORY(T076),698,607
11,GOLDEN GLORY(T076),607,490
12,GOLDEN GLORY(T076),490,214
13,GOLDEN GLORY(T076),214,176
14,GOLDEN GLORY(T076),176,131
15,GOLDEN GLORY(T076),131,069
16,GOLDEN GLORY(T076),069,773
17,GOLDEN GLORY(T076),773,727
18,GOLDEN GLORY(T076),727,669
19,GOLDEN GLORY(T076),669,599
20,GOLDEN GLORY(T076),599,532
21,GOLDEN GLORY(T076),532,515
22,GOLDEN GLORY(T076),515,479
23,GOLDEN GLORY(T076),479,405
24,GOLDEN GLORY(T076),405,311
25,GOLDEN GLORY(T076),311,266
26,GOLDEN GLORY(T076),266,209
27,GOLDEN GLORY(T076),209,119
28,GOLDEN GLORY(T076),119,NA
0,GRACIOUS RYDER(A179),538,213
1,GRACIOUS RYDER(A179),213,128
2,GRACIOUS RYDER(A179),128,772
3,GRACIOUS RYDER(A179),772,729
4,GRACIOUS RYDER(A179),729,671
5,GRACIOUS RYDER(A179),671,595
6,GRACIOUS RYDER(A179),595,553
7,GRACIOUS RYDER(A179),553,491
8,GRACIOUS RYDER(A179),491,417
9,GRACIOUS RYDER(A179),417,359
10,GRACIOUS RYDER(A179),359,303
11,GRACIOUS RYDER(A179),303,221
12,GRACIOUS RYDER(A179),221,164
13,GRACIOUS RYDER(A179),164,101
14,GRACIOUS RYDER(A179),101,763
15,GRACIOUS RYDER(A179),763,680
16,GRACIOUS RYDER(A179),680,625
17,GRACIOUS RYDER(A179),625,588
18,GRACIOUS RYDER(A179),588,539
19,GRACIOUS RYDER(A179),539,450
20,GRACIOUS RYDER(A179),450,383
21,GRACIOUS RYDER(A179),383,313
22,GRACIOUS RYDER(A179),313,265
23,GRACIOUS RYDER(A179),265,NA
0,GOLDEN FOUR(B225),569,420
1,GOLDEN FOUR(B225),420,329
2,GOLDEN FOUR(B225),329,250
3,GOLDEN FOUR(B225),250,194
4,GOLDEN FOUR(B225),194,162
5,GOLDEN FOUR(B225),162,091
6,GOLDEN FOUR(B225),091,041
7,GOLDEN FOUR(B225),041,793
8,GOLDEN FOUR(B225),793,733
9,GOLDEN FOUR(B225),733,688
10,GOLDEN FOUR(B225),688,637
11,GOLDEN FOUR(B225),637,560
12,GOLDEN FOUR(B225),560,480
13,GOLDEN FOUR(B225),480,426
14,GOLDEN FOUR(B225),426,317
15,GOLDEN FOUR(B225),317,257
16,GOLDEN FOUR(B225),257,203
17,GOLDEN FOUR(B225),203,110
18,GOLDEN FOUR(B225),110,058
19,GOLDEN FOUR(B225),058,006
20,GOLDEN FOUR(B225),006,801
21,GOLDEN FOUR(B225),801,786
22,GOLDEN FOUR(B225),786,722
23,GOLDEN FOUR(B225),722,643
24,GOLDEN FOUR(B225),643,506
25,GOLDEN FOUR(B225),506,NA
0,GOLDIE FLANKER(V161),540,473
1,GOLDIE FLANKER(V161),473,326
2,GOLDIE FLANKER(V161),326,248
3,GOLDIE FLANKER(V161),248,128
4,GOLDIE FLANKER(V161),128,047
5,GOLDIE FLANKER(V161),047,465
6,GOLDIE FLANKER(V161),465,413
7,GOLDIE FLANKER(V161),413,371
8,GOLDIE FLANKER(V161),371,272
9,GOLDIE FLANKER(V161),272,097
10,GOLDIE FLANKER(V161),097,737
11,GOLDIE FLANKER(V161),737,693
12,GOLDIE FLANKER(V161),693,615
13,GOLDIE FLANKER(V161),615,569
14,GOLDIE FLANKER(V161),569,525
15,GOLDIE FLANKER(V161),525,459
16,GOLDIE FLANKER(V161),459,412
17,GOLDIE FLANKER(V161),412,342
18,GOLDIE FLANKER(V161),342,242
19,GOLDIE FLANKER(V161),242,095
20,GOLDIE FLANKER(V161),095,060
21,GOLDIE FLANKER(V161),060,NA
0,GALACTIC(D238),569,511
1,GALACTIC(D238),511,NA
0,HOT KING PRAWN(A299),551,475
1,HOT KING PRAWN(A299),475,423
2,HOT KING PRAWN(A299),423,348
3,HOT KING PRAWN(A299),348,231
4,HOT KING PRAWN(A299),231,177
5,HOT KING PRAWN(A299),177,240
6,HOT KING PRAWN(A299),240,188
7,HOT KING PRAWN(A299),188,115
8,HOT KING PRAWN(A299),115,061
9,HOT KING PRAWN(A299),061,730
10,HOT KING PRAWN(A299),730,611
11,HOT KING PRAWN(A299),611,295
12,HOT KING PRAWN(A299),295,241
13,HOT KING PRAWN(A299),241,165
14,HOT KING PRAWN(A299),165,NA
0,HARMONY VICTORY(B405),498,449
1,HARMONY VICTORY(B405),449,364
2,HARMONY VICTORY(B405),364,319
3,HARMONY VICTORY(B405),319,195
4,HARMONY VICTORY(B405),195,093
5,HARMONY VICTORY(B405),093,045
6,HARMONY VICTORY(B405),045,814
7,HARMONY VICTORY(B405),814,750
8,HARMONY VICTORY(B405),750,614
9,HARMONY VICTORY(B405),614,504
10,HARMONY VICTORY(B405),504,432
11,HARMONY VICTORY(B405),432,373
12,HARMONY VICTORY(B405),373,279
13,HARMONY VICTORY(B405),279,185
14,HARMONY VICTORY(B405),185,098
15,HARMONY VICTORY(B405),098,010
16,HARMONY VICTORY(B405),010,NA
0,HO HO KHAN(B318),549,421
1,HO HO KHAN(B318),421,364
2,HO HO KHAN(B318),364,230
3,HO HO KHAN(B318),230,176
4,HO HO KHAN(B318),176,147
5,HO HO KHAN(B318),147,113
6,HO HO KHAN(B318),113,635
7,HO HO KHAN(B318),635,564
8,HO HO KHAN(B318),564,504
9,HO HO KHAN(B318),504,432
10,HO HO KHAN(B318),432,350
11,HO HO KHAN(B318),350,238
12,HO HO KHAN(B318),238,152
13,HO HO KHAN(B318),152,114
14,HO HO KHAN(B318),114,803
15,HO HO KHAN(B318),803,741
16,HO HO KHAN(B318),741,NA
0,HELENE CHARISMA(A129),549,480
1,HELENE CHARISMA(A129),480,442
2,HELENE CHARISMA(A129),442,332
3,HELENE CHARISMA(A129),332,225
4,HELENE CHARISMA(A129),225,118
5,HELENE CHARISMA(A129),118,049
6,HELENE CHARISMA(A129),049,024
7,HELENE CHARISMA(A129),024,721
8,HELENE CHARISMA(A129),721,635
9,HELENE CHARISMA(A129),635,564
10,HELENE CHARISMA(A129),564,534
11,HELENE CHARISMA(A129),534,475
12,HELENE CHARISMA(A129),475,364
13,HELENE CHARISMA(A129),364,298
14,HELENE CHARISMA(A129),298,211
15,HELENE CHARISMA(A129),211,179
16,HELENE CHARISMA(A129),179,152
17,HELENE CHARISMA(A129),152,112
18,HELENE CHARISMA(A129),112,071
19,HELENE CHARISMA(A129),071,043
20,HELENE CHARISMA(A129),043,036
21,HELENE CHARISMA(A129),036,756
22,HELENE CHARISMA(A129),756,716
23,HELENE CHARISMA(A129),716,672
24,HELENE CHARISMA(A129),672,454
25,HELENE CHARISMA(A129),454,433
26,HELENE CHARISMA(A129),433,387
27,HELENE CHARISMA(A129),387,257
28,HELENE CHARISMA(A129),257,204
29,HELENE CHARISMA(A129),204,169
30,HELENE CHARISMA(A129),169,132
31,HELENE CHARISMA(A129),132,NA
0,HELENE LEADINGSTAR(C165),549,480
1,HELENE LEADINGSTAR(C165),480,442
2,HELENE LEADINGSTAR(C165),442,390
3,HELENE LEADINGSTAR(C165),390,273
4,HELENE LEADINGSTAR(C165),273,179
5,HELENE LEADINGSTAR(C165),179,150
6,HELENE LEADINGSTAR(C165),150,093
7,HELENE LEADINGSTAR(C165),093,758
8,HELENE LEADINGSTAR(C165),758,635
9,HELENE LEADINGSTAR(C165),635,564
10,HELENE LEADINGSTAR(C165),564,504
11,HELENE LEADINGSTAR(C165),504,432
12,HELENE LEADINGSTAR(C165),432,350
13,HELENE LEADINGSTAR(C165),350,321
14,HELENE LEADINGSTAR(C165),321,241
15,HELENE LEADINGSTAR(C165),241,NA
0,HEZTHEWONFORUS(B287),480,449
1,HEZTHEWONFORUS(B287),449,405
2,HEZTHEWONFORUS(B287),405,370
3,HEZTHEWONFORUS(B287),370,332
4,HEZTHEWONFORUS(B287),332,282
5,HEZTHEWONFORUS(B287),282,150
6,HEZTHEWONFORUS(B287),150,113
7,HEZTHEWONFORUS(B287),113,077
8,HEZTHEWONFORUS(B287),077,817
9,HEZTHEWONFORUS(B287),817,750
10,HEZTHEWONFORUS(B287),750,694
11,HEZTHEWONFORUS(B287),694,807
12,HEZTHEWONFORUS(B287),807,739
13,HEZTHEWONFORUS(B287),739,686
14,HEZTHEWONFORUS(B287),686,631
15,HEZTHEWONFORUS(B287),631,576
16,HEZTHEWONFORUS(B287),576,NA
0,HAPPY FUN(B316),518,426
1,HAPPY FUN(B316),426,313
2,HAPPY FUN(B316),313,198
3,HAPPY FUN(B316),198,150
4,HAPPY FUN(B316),150,114
5,HAPPY FUN(B316),114,038
6,HAPPY FUN(B316),038,007
7,HAPPY FUN(B316),007,760
8,HAPPY FUN(B316),760,712
9,HAPPY FUN(B316),712,646
10,HAPPY FUN(B316),646,805
11,HAPPY FUN(B316),805,749
12,HAPPY FUN(B316),749,NA
0,HAPPY DRAGON(B099),480,449
1,HAPPY DRAGON(B099),449,380
2,HAPPY DRAGON(B099),380,282
3,HAPPY DRAGON(B099),282,225
4,HAPPY DRAGON(B099),225,118
5,HAPPY DRAGON(B099),118,084
6,HAPPY DRAGON(B099),084,786
7,HAPPY DRAGON(B099),786,721
8,HAPPY DRAGON(B099),721,609
9,HAPPY DRAGON(B099),609,534
10,HAPPY DRAGON(B099),534,419
11,HAPPY DRAGON(B099),419,347
12,HAPPY DRAGON(B099),347,289
13,HAPPY DRAGON(B099),289,238
14,HAPPY DRAGON(B099),238,197
15,HAPPY DRAGON(B099),197,160
16,HAPPY DRAGON(B099),160,135
17,HAPPY DRAGON(B099),135,097
18,HAPPY DRAGON(B099),097,776
19,HAPPY DRAGON(B099),776,721
20,HAPPY DRAGON(B099),721,NA
0,HONG KONG BET(C082),562,536
1,HONG KONG BET(C082),536,451
2,HONG KONG BET(C082),451,407
3,HONG KONG BET(C082),407,803
4,HONG KONG BET(C082),803,757
5,HONG KONG BET(C082),757,700
6,HONG KONG BET(C082),700,662
7,HONG KONG BET(C082),662,610
8,HONG KONG BET(C082),610,559
9,HONG KONG BET(C082),559,NA
0,HARMONY HERO(B217),518,449
1,HARMONY HERO(B217),449,380
2,HARMONY HERO(B217),380,282
3,HARMONY HERO(B217),282,084
4,HARMONY HERO(B217),084,024
5,HARMONY HERO(B217),024,768
6,HARMONY HERO(B217),768,701
7,HARMONY HERO(B217),701,619
8,HARMONY HERO(B217),619,514
9,HARMONY HERO(B217),514,458
10,HARMONY HERO(B217),458,419
11,HARMONY HERO(B217),419,298
12,HARMONY HERO(B217),298,207
13,HARMONY HERO(B217),207,154
14,HARMONY HERO(B217),154,082
15,HARMONY HERO(B217),082,751
16,HARMONY HERO(B217),751,594
17,HARMONY HERO(B217),594,547
18,HARMONY HERO(B217),547,491
19,HARMONY HERO(B217),491,NA
0,HONG KONG WIN(C333),562,481
1,HONG KONG WIN(C333),481,413
2,HONG KONG WIN(C333),413,388
3,HONG KONG WIN(C333),388,340
4,HONG KONG WIN(C333),340,272
5,HONG KONG WIN(C333),272,214
6,HONG KONG WIN(C333),214,164
7,HONG KONG WIN(C333),164,134
8,HONG KONG WIN(C333),134,716
9,HONG KONG WIN(C333),716,658
10,HONG KONG WIN(C333),658,621
11,HONG KONG WIN(C333),621,576
12,HONG KONG WIN(C333),576,NA
0,HIGHLY PROACTIVE(C458),453,341
1,HIGHLY PROACTIVE(C458),341,260
2,HIGHLY PROACTIVE(C458),260,207
3,HIGHLY PROACTIVE(C458),207,108
4,HIGHLY PROACTIVE(C458),108,NA
0,HIGH REV(C007),535,514
1,HIGH REV(C007),514,480
2,HIGH REV(C007),480,452
3,HIGH REV(C007),452,390
4,HIGH REV(C007),390,380
5,HIGH REV(C007),380,273
6,HIGH REV(C007),273,225
7,HIGH REV(C007),225,157
8,HIGH REV(C007),157,104
9,HIGH REV(C007),104,055
10,HIGH REV(C007),055,802
11,HIGH REV(C007),802,763
12,HIGH REV(C007),763,754
13,HIGH REV(C007),754,717
14,HIGH REV(C007),717,679
15,HIGH REV(C007),679,542
16,HIGH REV(C007),542,500
17,HIGH REV(C007),500,426
18,HIGH REV(C007),426,397
19,HIGH REV(C007),397,204
20,HIGH REV(C007),204,149
21,HIGH REV(C007),149,NA
